header,date,link,brief,tags
Жители Кишинева зажгли 1418 свечей в память о ВОВ ,21:40 08.05.2025,https://ria.ru/20250508/vov-2015878507.html,"Жители Кишинева зажгли 1418 свечей в память о ВОВ у мемориала ""Вечность""","80-летие Победы в Великой Отечественной войне,В мире,Молдавия,Кишинев,Москва,Майя Санду,80-летие Победы в Великой Отечественной войне,Россия"
Оппозиционный блок БКС примет участие в марше Победы в Молдавии ,21:38 08.05.2025,https://ria.ru/20250508/moldaviya-2015878096.html,БКС примет участие в марше Победы 9 мая без партийной символики,"80-летие Победы в Великой Отечественной войне,В мире,Молдавия,Василий Тарлев,Владимир Воронин,День Победы"
В Москву прибыл премьер Словакии Роберт Фицо ,21:33 08.05.2025,https://ria.ru/20250508/fitso-2015877686.html,Премьер-министр Словакии Фицо прибыл в Москву на празднование 80-летия Победы,"80-летие Победы в Великой Отечественной войне,Москва,Словакия,В мире,Роберт Фицо,80-летие Победы в Великой Отечественной войне"
Полянский высказался о сокращении финансирования гумпомощи ООН ,21:32 08.05.2025,https://ria.ru/20250508/rossija-2015877546.html,Полянский: Россия обеспокоена сокращением финансирования гумпрограмм ООН,"В мире,Россия,Дмитрий Полянский,ООН"
В парламенте Молдавии высказались о задержании представителей оппозиции ,21:27 08.05.2025,https://ria.ru/20250508/moldavija-2015877081.html,Депутат Боля: задержания в аэропорту Кишинева носят политический характер,"В мире,Молдавия,Кишинев,Москва,Василий Боля,Майя Санду,День Победы"
"В Киеве раскрыли, какую мечту Зеленского скоро разрушат США ",21:26 08.05.2025,https://ria.ru/20250508/ssha-2015876685.html,Дубинский: США будут стремиться к сделке с РФ для решения конфликта на Украине,"В мире,Украина,США,Россия,Владимир Зеленский,Александр Дубинский"
"""Это самоубийство"". Фицо пришел в ужас от планов ЕС по России ",21:25 08.05.2025,https://ria.ru/20250508/fitso-2015874961.html,Фицо назвал самоубийством план ЕС по отказу от российских энергоносителей,"Россия,Словакия,Италия,Роберт Фицо,Марио Драги,Евросоюз,Еврокомиссия,Европейский центральный банк,В мире"
Авиакомпании из ОАЭ отменили рейсы в Пакистан до 10 мая ,21:20 08.05.2025,https://ria.ru/20250508/pakistan-2015875855.html,Авиакомпании из ОАЭ отменили рейсы в Пакистан до 10 мая из-за конфликта с Индией,"В мире,Пакистан,Индия,ОАЭ,Emirates,Air Arabia,Обострение отношений между Индией и Пакистаном"
Правозащитники обратились в ООН из-за героизации нацизма в Молдавии ,21:08 08.05.2025,https://ria.ru/20250508/moldaviya-2015873964.html,Правозащитник Мельников: в молдавских учебниках героизируют нацизм,"80-летие Победы в Великой Отечественной войне,Иван Мельников,Антониу Гутерреш,Вадим Красносельский,Великая Отечественная война (1941-1945),В мире,День Победы"
Литва вышла из Оттавской конвенции о запрете противопехотных мин ,21:06 08.05.2025,https://ria.ru/20250508/litva-2015873584.html,Парламент Литвы одобрил выход страны из Оттавской конвенции о запрете мин,"В мире,Литва,Балтия,Польша"
Путин пожелал новому папе римскому успехов и здоровья ,21:04 08.05.2025,https://ria.ru/20250508/putin-2015873321.html,"Путин пожелал новому папе римскому Льву XIV успехов, здоровья и благополучия","Религия,Папа римский Лев XIV,Россия,Владимир Путин,Папа Римский,Ватикан,В мире"
Путин поздравил нового папу римского с избранием ,21:01 08.05.2025,https://ria.ru/20250508/putin-2015873190.html,Путин поздравил нового папу римского Льва XIV с избранием,"Религия,Владимир Путин,Россия,Ватикан,Папа Римский,Папа римский Лев XIV,В мире"
Путин заявил о вновь возрастающем значении ООН ,20:59 08.05.2025,https://ria.ru/20250508/putin-2015873038.html,"Путин: значение ООН возрастает, когда идет становление справедливого миропорядка","Россия,Владимир Путин,ООН,В мире"
"США не требуют от Эр-Рияда нормализации отношений с Израилем, пишут СМИ ",20:59 08.05.2025,https://ria.ru/20250508/ssha-2015872867.html,Reuters: США не требуют от Саудовской Аравии нормализации отношений с Израилем,"В мире,Израиль,Саудовская Аравия,США,Дональд Трамп,ХАМАС"
На Украине впали в истерику из-за произвола со стороны США ,20:49 08.05.2025,https://ria.ru/20250508/ukraina-2015871941.html,Экс-депутат Рады Филиндаш: США диктуют Украине выгодные им условия,"В мире,США,Украина"
Во Франции почтили память двух советских солдат ,20:45 08.05.2025,https://ria.ru/20250508/frantsiya-2015870888.html,"Во Франции почтили память двух советских солдат, присоединившихся к партизанам","80-летие Победы в Великой Отечественной войне,В мире,Франция,Германия,Швейцария,80-летие Победы в Великой Отечественной войне,СССР,Россия"
Российские военные отправили послания соотечественникам за рубежом ,20:39 08.05.2025,https://ria.ru/20250508/poslaniya-2015869110.html,Российские военные отправили послания соотечественникам за рубежом ко Дню Победы,"Специальная военная операция на Украине,В мире,Кипр,Польша,Федеральное агентство по делам Содружества Независимых Государств, соотечественников, проживающих за рубежом, и по международному гуманитарному сотрудничеству (Россотрудничество),80-летие Победы в Великой Отечественной войне,Россия,Вооруженные силы РФ"
Новый папа римский призвал верующих к миру ,20:35 08.05.2025,https://ria.ru/20250508/papa-2015867942.html,Папа римский Лев XIV призвал верующих строить мосты диалога ради мира,"Религия,В мире,Ватикан,Папа Римский,Папа римский Лев XIV,США,Перу,Франциск (Хорхе Марио Бергольо),Иисус Христос"
В Совфеде заявили о формировании в ЕС Четвертого Рейха ,20:33 08.05.2025,https://ria.ru/20250508/sovfed-2015866277.html,Сенатор Джабаров: в Евросоюзе идет формирование Четвертого Рейха,"80-летие Победы в Великой Отечественной войне,В мире,Россия,Германия,СССР,Владимир Джабаров,Урсула фон дер Ляйен,Адольф Гитлер,Еврокомиссия,Евросоюз,День Победы"
Трамп поздравил кардинала из США с избранием на пост папы ,20:31 08.05.2025,https://ria.ru/20250508/papa-2015865772.html,Трамп поздравил кардинала из США Роберта Фрэнсиса Прево с избранием на пост папы,"Религия,В мире,США,Дональд Трамп,Папа Римский,Ватикан,Папа римский Лев XIV"
При обстрелах ВСУ в Херсонской области пострадали две женщины ,20:20 08.05.2025,https://ria.ru/20250508/obstrely-2015864361.html,Сальдо: две пожилые жительницы Херсонской области пострадали при обстрелах ВСУ,"Специальная военная операция на Украине,В мире,Херсонская область,Владимир Сальдо,Вооруженные силы Украины"
Новым папой римским стал кардинал из США ,20:17 08.05.2025,https://ria.ru/20250508/kardinal-2015863903.html,Новым папой римским стал кардинал Роберт Фрэнсис Прево из США,"Религия,В мире,США,Римско-католическая церковь,Папа Римский,Ватикан,Папа римский Лев XIV"
Президент Кубы призвал помнить о вкладе СССР в победу над фашизмом ,20:13 08.05.2025,https://ria.ru/20250508/pobeda-2015863282.html,Президент Кубы Диас-Канель: важно помнить о вкладе СССР в победу над фашизмом,"80-летие Победы в Великой Отечественной войне,В мире,Москва,СССР,Мигель Диас-Канель Бермудес,День Победы"
В Туркмении школьники представили спектакль о юных героях ВОВ ,20:12 08.05.2025,https://ria.ru/20250508/vov-2015863091.html,В Ашхабаде школьники представили спектакль о юных героях ВОВ ко Дню Победы,"80-летие Победы в Великой Отечественной войне,Ашхабад,Туркмения,В мире,Россия,80-летие Победы в Великой Отечественной войне"
Ушаков прокомментировал последние заявления Вэнса ,20:11 08.05.2025,https://ria.ru/20250508/ushakov-2015862906.html,Ушаков назвал заявления вице-президента США Вэнса несущими конструктивный заряд,"Россия,США,Юрий Ушаков,Павел Зарубин,В мире,Украина"
"""Пытки и убийства"". В Раде раскрыли, за что Зеленский наградил главу СБУ ",20:07 08.05.2025,https://ria.ru/20250508/ukraina-2015857860.html,Дмитрук: Зеленский наградил главу СБУ Малюка за преступления против украинцев,"В мире,Украина,Россия,Василий Малюк,Артем Дмитрук,Мария Захарова,Служба безопасности Украины,Верховная Рада Украины"
Ушаков заявил о взаимных разочарованиях в отношениях России и США ,20:05 08.05.2025,https://ria.ru/20250508/ushakov-2015862026.html,"Ушаков: Вашингтон разочаровывает Москву даже больше, чем Россия — США","Россия,США,Юрий Ушаков,Павел Зарубин,В мире,Москва,Владимир Путин,Дональд Трамп"
"Заявления США показывают, что они понимают требования Москвы, заявил Ушаков ",20:04 08.05.2025,https://ria.ru/20250508/ushakov-2015861935.html,"Ушаков: заявления США показывают, что они понимают требования и цели Москвы","Специальная военная операция на Украине,США,Москва,Россия,Юрий Ушаков,Дональд Трамп,Павел Зарубин,В мире"
США призвали к немедленной деэскалации между Индией и Пакистаном ,20:03 08.05.2025,https://ria.ru/20250508/deeskalatsiya-2015861766.html,Госсекретарь США Рубио призвал к деэскалации между Индией и Пакистаном,"В мире,Индия,Пакистан,США,Шехбаз Шариф,Марко Рубио,Операция Синдур в Пакистане"
На Украине хотят усилить контроль за использованием госязыка в соцсетях ,20:02 08.05.2025,https://ria.ru/20250508/ukraina-2015861561.html,Киев хочет усилить контроль за использованием украинского языка в соцсетях ,"В мире,Украина,Россия,Тарас Креминь,Константин Бондаренко,Верховная Рада Украины,Еврокомиссия"
Пакистан атаковал военные базы Индии ,20:02 08.05.2025,https://ria.ru/20250508/pakistan-2015861466.html,"Пакистан атаковал военные базы Индии в Джамму, Патханкоте и Удхампуре","В мире,Пакистан,Индия,Джамму,Операция Синдур в Пакистане,Обострение отношений между Индией и Пакистаном"
Путин в шутку поприветствовал Лукашенко на английском языке ,20:01 08.05.2025,https://ria.ru/20250508/putin-2015861283.html,Путин в шутку поприветствовал Лукашенко на английском языке на встрече в Кремле,"80-летие Победы в Великой Отечественной войне,Россия,Москва,Александр Лукашенко,Владимир Путин,В мире,День Победы"
"Итоги СВО в культуре будут подаваться по-разному, заявил Медведев ",19:49 08.05.2025,https://ria.ru/20250508/svo-2015860082.html,Медведев: итоги СВО в культуре и творчестве будут подаваться по-разному,"Специальная военная операция на Украине,Россия,Дмитрий Медведев,Единая Россия,В мире"
"Путин ""на ногах"" переговорил с Мирзиеевым в Кремле ",19:44 08.05.2025,https://ria.ru/20250508/putin-2015858982.html,Путин переговорил с президентом Узбекистана Мирзиеевым в Кремле,"80-летие Победы в Великой Отечественной войне,Владимир Путин,Узбекистан,Москва,Россия,Шавкат Мирзиеев,В мире,Парад Победы"
Президент Израиля поблагодарил Путина за усилия по заложникам в Газе ,19:43 08.05.2025,https://ria.ru/20250508/putin-2015858834.html,Герцог поблагодарил Путина за усилия по освобождению заложников из Газы,"В мире,Россия,Израиль,Москва,Ицхак Герцог,Владимир Путин,Сектор Газа,Палестина,ХАМАС"
"Гейтс обвинил Маска в убийстве ""самых бедных детей в мире"" ",19:40 08.05.2025,https://ria.ru/20250508/mask-2015857988.html,Гейтс: Маск сокращением иностранной помощи убивает самых бедных детей в мире,"В мире,США,Мозамбик,Билл Гейтс,Илон Маск,Марко Рубио,Агентство по международному развитию США,ХАМАС"
"Россия дала достойный ответ на экспансию НАТО, заявил президент Кубы ",19:38 08.05.2025,https://ria.ru/20250508/rossiya-2015857602.html,Президент Кубы Диас-Канель: Россия дала достойный ответ на экспансию НАТО,"В мире,Россия,Куба,Мигель Диас-Канель Бермудес,НАТО"
Медведев поддержал идею о продвижении российской поэзии за рубежом ,19:36 08.05.2025,https://ria.ru/20250508/medvedev-2015856918.html,Медведев поддержал инициативу о продвижении российской поэзии за рубежом,"Культура,Россия,Донецкая Народная Республика,Дмитрий Медведев,Единая Россия,В мире"
В Танзанию доставили частицу Вечного огня ,19:33 08.05.2025,https://ria.ru/20250508/tanzaniya-2015856627.html,В Танзанию доставили частицу Вечного огня из Александровского сада в Москве,"80-летие Победы в Великой Отечественной войне,Танзания,Москва,Дар-эс-Салам,Федеральное агентство по делам Содружества Независимых Государств, соотечественников, проживающих за рубежом, и по международному гуманитарному сотрудничеству (Россотрудничество),80-летие Победы в Великой Отечественной войне,Россия,В мире"
Белоусов высказался о сотрудничестве военных ведомств России и Казахстана  ,19:29 08.05.2025,https://ria.ru/20250508/belousov-2015855386.html,Белоусов: сотрудничество военных ведомств России и Казахстана развивается,"Россия,Казахстан,Москва,Андрей Белоусов,В мире"
"Медведев заявил, что у США нет врагов, они просто зарабатывают деньги ",19:26 08.05.2025,https://ria.ru/20250508/ssha-2015854394.html,"Медведев: у США нет врагов в полном смысле, они просто везде зарабатывают деньги","США,Дмитрий Медведев,Дональд Трамп,Единая Россия,В мире"
Постпредство России при ООН пригласило всех коллег на празднование 9 Мая ,19:21 08.05.2025,https://ria.ru/20250508/postpredstvo-2015853459.html,Постпредство РФ при ООН пригласило всех коллег на мероприятия в честь Дня Победы,"80-летие Победы в Великой Отечественной войне,80-летие Победы в Великой Отечественной войне,Россия,ООН,В мире,СССР,Дмитрий Полянский,Евросоюз,НАТО"
Лампады с Вечным огнем развезут ветеранам по всей Молдавии ,19:21 08.05.2025,https://ria.ru/20250508/moldaviya-2015853256.html,В Молдавии зажженные от частицы Вечного огня лампады передадут ветеранам,"80-летие Победы в Великой Отечественной войне,В мире,Молдавия,Кишинев,Москва,Василий Боля,Майя Санду,80-летие Победы в Великой Отечественной войне"
"Косачев, Слуцкий и Кириенко обсудили сотрудничество с депутатами Молдавии ",19:15 08.05.2025,https://ria.ru/20250508/moldaviya-2015851466.html,"Кириенко, Косачев и Слуцкий обсудили с молдавской ""Победой"" сотрудничество стран","Россия,Молдавия,Кишинев,Константин Косачев,Леонид Слуцкий (политик),Сергей Кириенко,Госдума РФ,ЛДПР,Совет Федерации РФ,В мире"
Лукашенко прилетел на Парад Победы в Москву с сыном ,19:12 08.05.2025,https://ria.ru/20250508/lukashenko-2015850384.html,Лукашенко прилетел на Парад Победы в Москву  вместе с сыном Николаем,"80-летие Победы в Великой Отечественной войне,Москва,Россия,Александр Лукашенко,Владимир Путин,В мире,Парад Победы"
"В Молдавии подвергли досмотру активистов, доставивших частицу Вечного огня ",19:09 08.05.2025,https://ria.ru/20250508/kishinev-2015849892.html,В Кишиневе подвергли досмотру доставивших частицу Вечного огня активистов,"80-летие Победы в Великой Отечественной войне,В мире,Молдавия,Кишинев,Москва,Василий Боля,Майя Санду,День Победы,80-летие Победы в Великой Отечественной войне,Россия"
"Медведев обратился к писателям, чье творчество касается СВО ",19:07 08.05.2025,https://ria.ru/20250508/svo-2015849457.html,"Медведев: писателям, пишущим о СВО, нужно ездить в недружественные страны","Специальная военная операция на Украине,Россия,Дмитрий Медведев,Единая Россия,В мире"
"Участники мотомарша ""Дороги Победы"" прибыли в Минск ",19:03 08.05.2025,https://ria.ru/20250508/motomarsh-2015848528.html,"Участники мотомарша ""Дороги Победы"" к 80-летию Победы прибыли в Минск","80-летие Победы в Великой Отечественной войне,В мире,Минск,Европа,Россия,Андрей Бобровский,Парад Победы"
"Уиткофф ведет постоянные обсуждения по украинскому конфликту, заявил Трамп ",18:57 08.05.2025,https://ria.ru/20250508/ssha-2015847578.html,Трамп: Уиткофф ведет постоянные обсуждения по завершению украинского конфликта,"В мире,США,Вашингтон (штат),Стив Уиткофф,Дональд Трамп"
Вьетнам выступил за укрепление Россией роли в мировой архитектуре ,18:49 08.05.2025,https://ria.ru/20250508/rossiya-2015846037.html,Генсек ЦК КПВ То Лам: Вьетнам хочет открыть новую эпоху отношений с Россией,"Россия,Вьетнам,Москва,То Лам,Михаил Мишустин,Владимир Путин,В мире"
"На Кубе прошло шествие ""Бессмертного полка"" ",18:47 08.05.2025,https://ria.ru/20250508/gavana-2015845783.html,"В Гаване прошла акция ""Бессмертный полк"" с участием сотен человек","80-летие Победы в Великой Отечественной войне,В мире,Гавана,Куба,Россия,80-летие Победы в Великой Отечественной войне"
Россия и Китай намерены установить судьбы погибших во Второй мировой войне ,18:47 08.05.2025,https://ria.ru/20250508/zayavlenie-2015845630.html,РФ и КНР будут прилагать усилия по установлению судеб погибших во Второй мировой,"80-летие Победы в Великой Отечественной войне,В мире,Россия,Китай,Владимир Путин,Си Цзиньпин,ООН,80-летие Победы в Великой Отечественной войне"
"Трамп допустил, что может попросить Китай о помощи по Украине ",18:43 08.05.2025,https://ria.ru/20250508/tramp-2015844767.html,"Трамп допустил, что может попросить Китай помочь в решении украинского конфликта","Специальная военная операция на Украине,В мире,Китай,США,Россия,Дональд Трамп,Украина"
В США рассматривают команду Вэнс-Рубио как вариант для выборов 2028 ,18:43 08.05.2025,https://ria.ru/20250508/tramp-2015844582.html,Вэнс и Рубио могут стать кандидатами в президенты США в 2028 году,"В мире,США,Марко Рубио,Дональд Трамп"
Трамп заявил о хорошем прогрессе по Украине ,18:39 08.05.2025,https://ria.ru/20250508/tramp-2015843792.html,Трамп заявил о хорошем прогрессе по украинскому урегулированию,"Специальная военная операция на Украине,Украина,В мире,США,Дональд Трамп"
Шойгу встретился с главой Ливийской национальной армии ,18:37 08.05.2025,https://ria.ru/20250508/shoygu-2015843212.html,Шойгу встретился с командующим Ливийской национальной армией Хафтаром,"Ливия,Россия,Москва,Сергей Шойгу,Халифа Хафтар,В мире"
"Минтранс, Росавиация и Turkish Airlines договорились о возобновлении рейсов ",18:36 08.05.2025,https://ria.ru/20250508/rossija-2015842403.html,Turkish Airlines возобновит полеты между Россией и Турцией с 9 мая,"Россия,Турция,Федеральное агентство воздушного транспорта (Росавиация),Turkish Airlines,Azur Air,В мире"
"Ресурсная сделка с Украиной полностью ратифицирована, заявил Трамп ",18:34 08.05.2025,https://ria.ru/20250508/tramp-2015842091.html,Трамп: ресурсная сделка с Украиной ратифицирована ее законодательными органами,"В мире,Украина,Дональд Трамп,Владимир Зеленский"
"Трамп заявил, что США очень близки к новым торговым соглашениям ",18:27 08.05.2025,https://ria.ru/20250508/tramp-2015840953.html,Трамп: Вашингтон очень близок к заключению новых торговых сделок,"США,Великобритания,Вашингтон (штат),Дональд Трамп,Введение Трампом пошлин на импорт,В мире"
Жительница Чикаго рассказала об исторической памяти в США ,18:26 08.05.2025,https://ria.ru/20250508/pamyat-2015840763.html,Жительница Чикаго Марино: многие американцы забывают о Второй мировой войне,"80-летие Победы в Великой Отечественной войне,В мире,США,Чикаго,80-летие Победы в Великой Отечественной войне"
Президенты Венесуэлы и Кубы возложили цветы к памятнику Боливару ,18:22 08.05.2025,https://ria.ru/20250508/prezidenty-2015839752.html,Президенты Венесуэлы и Кубы возложили цветы к памятнику Симону Боливару в Москве,"80-летие Победы в Великой Отечественной войне,В мире,Россия,Америка,Европа,Николас Мадуро,Симон Боливар,Мигель Диас-Канель,Венесуэла,Куба"
Члены партии СРЗП провели митинг у посольства Германии ,18:17 08.05.2025,https://ria.ru/20250508/miting-2015838705.html,"Члены партии ""Справедливая Россия — За правду"" провели митинг у посольства ФРГ","80-летие Победы в Великой Отечественной войне,В мире,Германия,Россия,Берлин (город),Сергей Миронов,Госдума РФ,80-летие Победы в Великой Отечественной войне"
Сийярто обвинил Брюссель в игнорировании интересов Венгрии ,18:09 08.05.2025,https://ria.ru/20250508/vengrija-2015837786.html,"Сийярто: Брюссель разрушает демократию, пытаясь игнорировать волю венгров","В мире,Украина,Венгрия,Брюссель,Петер Сийярто,Виктор Орбан,Евросоюз"
"В Салониках прошла акция ""Сад Памяти"" ",18:07 08.05.2025,https://ria.ru/20250508/pobeda-2015837283.html,"В греческих Салониках прошла акция ""Сад Памяти""","80-летие Победы в Великой Отечественной войне,Салоники,Греция,В мире,День Победы"
"Ветеран ВОВ из Баку рассказал, как его спас русский боец ",18:07 08.05.2025,https://ria.ru/20250508/veteran-2015837093.html,Ветеран ВОВ из Баку Гасанов рассказал о боях за освобождение Украины от нацистов,"80-летие Победы в Великой Отечественной войне,Украина,Германия,Баку,80-летие Победы в Великой Отечественной войне,В мире,Азербайджан,Россия"
Трамп назвал председателя ФРС дураком ,18:03 08.05.2025,https://ria.ru/20250508/tramp-2015836680.html,Трамп назвал главу ФРС Джерома Пауэлла дураком,"США,Джером Пауэлл,Дональд Трамп,Федеральная резервная система США,В мире"
"Президент Кубы заявил, что не боится угроз Зеленского ",18:02 08.05.2025,https://ria.ru/20250508/kuba-2015836443.html,Президент Кубы об угрозах Зеленского прибывшим в РФ лидерам: мы ничего не боимся,"В мире,Россия,Москва,Куба,Мигель Диас-Канель Бермудес,Владимир Зеленский"
"Трамп заявил, что хочет провести телефонный разговор с Зеленским ",18:02 08.05.2025,https://ria.ru/20250508/tramp-2015836355.html,"Трамп заявил, что вскоре намерен провести телефонный разговор с Зеленским","США,В мире,Украина,Дональд Трамп,Владимир Зеленский"
"Ветеран рассказал, как военные США восприняли новость о Победе в 1945 году ",17:59 08.05.2025,https://ria.ru/20250508/veteran-2015835798.html,Ветеран Кон: особых празднований по случаю Победы в США в 1945 году не было,"80-летие Победы в Великой Отечественной войне,В мире,Германия,США,Вторая мировая война (1939-1945),80-летие Победы в Великой Отечественной войне"
"Франция утратила суверенитет, заявил эксперт ",17:56 08.05.2025,https://ria.ru/20250508/frantsija-2015834842.html,"Дюпон-Эньян: Франция утратила суверенитет, обретенный после капитуляции Германии","В мире,Франция,Европа,Германия,Николя Дюпон-Эньян,Эммануэль Макрон,Дональд Туск,НАТО,Евросоюз"
В Индии опровергли заявления Пакистана об ударах по религиозным объектам ,17:53 08.05.2025,https://ria.ru/20250508/indija-2015834162.html,Индия опровергла заявление Пакистана о намеренных ударах по религиозным объектам,"В мире,Пакистан,Индия,Кашмир,Операция Синдур в Пакистане,Обострение отношений между Индией и Пакистаном"
Антифашист осудил ограничения МИД Германии по допуску россиян к мемориалам ,17:49 08.05.2025,https://ria.ru/20250508/firy-2015833108.html,ФИР: не пускать дипломатов из России на мероприятия в честь Победы недопустимо,"80-летие Победы в Великой Отечественной войне,В мире,Германия,Россия,Белоруссия,Мария Захарова,Сергей Нечаев (дипломат),80-летие Победы в Великой Отечественной войне"
Нацбанк Украины сообщил о возобновлении требований к банкам ,17:48 08.05.2025,https://ria.ru/20250508/ukraina-2015832694.html,"НБУ возобновил требования к банкам, приостановленные во время военного положения","Экономика,Нацбанк Украины,Центральный Банк РФ (ЦБ РФ),Украина,В мире"
"""Совершенно сумасшедший"". Во Франции раскрыли подлый план Мерца по Украине ",17:47 08.05.2025,https://ria.ru/20250508/merts-2015832150.html,"Филиппо назвал Мерца безумцем, желающим втянуть Францию в конфликт на Украине","В мире,Франция,Германия,Фридрих Мерц,Флориан Филиппо,Эммануэль Макрон,Украина"
Бастрыкин поручил возбудить дело после осквернения советского памятника ,17:45 08.05.2025,https://ria.ru/20250508/delo-2015831422.html,Бастрыкин поручил возбудить дело после осквернения советского памятника в Чехии,"Следственный комитет России (СК РФ),Происшествия,Россия,СССР,Александр Бастрыкин,В мире,Чехия"
Россия и Китай настаивают на соблюдении Конвенции о запрете биооружия ,17:35 08.05.2025,https://ria.ru/20250508/konventsiya-2015828945.html,Россия и КНР настаивают на соблюдении Конвенции о запрете токсинного и биооружия,"Россия,Китай,В мире"
К чаепитию Путина и Си Цзиньпина подали ягоды и пирожки ,17:22 08.05.2025,https://ria.ru/20250508/tszinpin-2015826806.html,"К чаепитию Путина и Си Цзиньпина подали лимон, сухофрукты, ягоды и пирожки","Россия,Китай,Владимир Путин,Си Цзиньпин,В мире"
"Киеву не удалось запугать иностранных лидеров, заявил Ушаков ",17:19 08.05.2025,https://ria.ru/20250508/kiev-2015826277.html,"Ушаков: Киев не смог запугать иностранных лидеров, чтобы те не приехали в Москву","80-летие Победы в Великой Отечественной войне,В мире,Москва,Киев,Россия,Юрий Ушаков,80-летие Победы в Великой Отечественной войне"
ЕС готовит новый пакет санкций против России к 20 мая ,17:17 08.05.2025,https://ria.ru/20250508/sanktsii-2015825374.html,ЕС намерен подготовить пакет антироссийских санкций к заседанию глав МИД 20 мая,"Россия,Евросоюз,Санкции в отношении России,Санкции,В мире"
Россия и Китай заявили о важности контроля над вооружениями ,17:15 08.05.2025,https://ria.ru/20250508/rossija-2015825131.html,РФ и КНР назвали контроль над вооружениями путем снижения конфликтности в мире,"Россия,Китай,80-летие Победы в Великой Отечественной войне,В мире"
Россия и Китай поддержали поиск решений для урегулирования кризисов ,17:14 08.05.2025,https://ria.ru/20250508/zayavlenie-2015824739.html,РФ и КНР выступили за конструктивное участие стран в решении горячих конфликтов,"В мире,Россия,Китай,80-летие Победы в Великой Отечественной войне"
МИД ФРГ опубликовал сообщение на русском языке к годовщине окончания войны ,17:12 08.05.2025,https://ria.ru/20250508/mid-2015824399.html,МИД Германии поблагодарил страны-союзники за освобождение от нацизма,"80-летие Победы в Великой Отечественной войне,В мире,Германия,Россия,Белоруссия,День Победы"
"""Никто не пытается"". Западного журналиста удивило увиденное в Москве ",17:12 08.05.2025,https://ria.ru/20250508/zhurnalist-2015824246.html,Боуз: в Москве никто не пытается поменять историю о победе над нацистами,"В мире,Москва,США,Дональд Трамп,Чей Боуз,Германия,Мария Захарова,80-летие Победы в Великой Отечественной войне"
Россия и Китай призвали Японию отмежеваться от милитаризма ,17:11 08.05.2025,https://ria.ru/20250508/zayavlenie-2015824088.html,Россия и Китай призвали власти Японии полностью отмежеваться от милитаризма,"В мире,Россия,Китай,Япония,ООН,80-летие Победы в Великой Отечественной войне"
Россия и КНР высказались о шагах предотвращения конфликтов в мире ,17:08 08.05.2025,https://ria.ru/20250508/rossiya-2015823761.html,РФ и КНР: превентивные шаги по предотвращению конфликтов должны иметь приоритет,"В мире,Россия,Китай"
На Западе сообщили Украине ужасные новости после сделки с США ,17:04 08.05.2025,https://ria.ru/20250508/sdelka-2015823251.html,Дизен: ресурсы Украины оказались в руках США после ратификации сделки по недрам,"Украина,США,Гленн Дизен,В мире"
В Норвегии опубликовали новую стратегию нацбезопасности ,17:02 08.05.2025,https://ria.ru/20250508/norvegiya-2015822969.html,Норвегия планирует укреплять оборонное сотрудничество с ЕС,"Норвегия,Россия,Европа,Владимир Путин,Евросоюз,Такер Карлсон,В мире"
"В Париже проходит акция ""Бессмертный полк"" ",17:02 08.05.2025,https://ria.ru/20250508/parizh-2015822749.html,"В центре Парижа проходит акция ""Бессмертный полк""","80-летие Победы в Великой Отечественной войне,В мире,Россия,Франция,СССР,80-летие Победы в Великой Отечественной войне"
Генсек Коммунистической партии Вьетнама прибыл в Москву ,17:00 08.05.2025,https://ria.ru/20250508/moskva-2015822409.html,То Лам прибыл в Москву с официальным визитом ,"80-летие Победы в Великой Отечественной войне,Москва,То Лам,Вьетнам,В мире,Дмитрий Чернышенко,Россия"
Россия позитивно оценила позицию Китая по украинскому кризису ,16:58 08.05.2025,https://ria.ru/20250508/rossija-2015822082.html,Россия позитивно оценила непредвзятую позицию Китая по украинскому кризису,"В мире,Россия,Китай,ООН,80-летие Победы в Великой Отечественной войне"
Лихачев оценил сотрудничество России и Китая в сфере мирного атома ,16:57 08.05.2025,https://ria.ru/20250508/rossiya-2015821929.html,Лихачев: Россия и Китай беспрецедентно тесно сотрудничают в сфере мирного атома,"Китай,Россия,Алексей Лихачев,Государственная корпорация по атомной энергии ""Росатом"",ВВЭР-1000,В мире"
Россия и Китай поддерживают сохранение за ООН координирующей роли ,16:56 08.05.2025,https://ria.ru/20250508/rossija-2015821680.html,Россия и Китай поддерживают сохранение за ООН центральной координирующей роли,"В мире,Россия,Китай,ООН"
