header,date,link
Правительство продолжит создавать дополнительные стимулы для IT-сектора ,"6.09.2021, 13:30",https://ria.ru/20210906/it-1748860291.html
"Шойгу поддержал идею создания ""Кедрового тракта"" ","6.09.2021, 00:27",https://ria.ru/20210906/trakt-1748799449.html
"Компания ""Промобот"" создала искусственную кожу для роботов ","3.09.2021, 17:23",https://ria.ru/20210903/kozha-1748600206.html
Греф прокомментировал ситуацию со скидками в Wildberries ,"3.09.2021, 13:43",https://ria.ru/20210903/wildberries-1748547649.html
Путин назвал опережающее развитие Дальнего Востока абсолютным приоритетом ,"3.09.2021, 10:41",https://ria.ru/20210903/putin-1748496586.html
"В Минцифры призвали не вводить меры, которые повредят IT-компаниям ","3.09.2021, 10:35",https://ria.ru/20210903/mintsifry-1748495527.html
Минцифры обсуждает льготы по выручке и налогам с IT-компаниями ,"3.09.2021, 10:27",https://ria.ru/20210903/mintsifry-1748493233.html
Путин призвал законодательно закрепить экологические требования к портам ,"3.09.2021, 09:49",https://ria.ru/20210903/putin-1748484969.html
Путина попросили о поддержке частных инвестиций в геологоразведку ,"3.09.2021, 08:29",https://ria.ru/20210903/geologorazvedka-1748474472.html
Сбербанк: энергетический экспорт России может упасть на $179 миллиардов ,"3.09.2021, 07:54",https://ria.ru/20210903/eksport-1748470748.html
В Южной Корее заявили о необходимости развития взаимоотношений с Россией ,"3.09.2021, 06:51",https://ria.ru/20210903/sotrudnichestvo-1748463754.html
Денис Мантуров: самолет SuperJet в стиле Aurus – не за горами ,"3.09.2021, 06:50",https://ria.ru/20210903/manturov-1748463403.html
"Кузбасс и ""Вымпелком"" заключили соглашение в сфере цифровизации ","3.09.2021, 06:22",https://ria.ru/20210903/tsifrovizatsiya-1748461415.html
Запуск почтовых беспилотников на Камчатке планируется к 2023 году ,"3.09.2021, 06:02",https://ria.ru/20210903/bespilotnik-1748460159.html
Россия заняла 27-е место в рейтинге стран по цифровизации ,"3.09.2021, 05:58",https://ria.ru/20210903/tsifrovizatsiya-1748459672.html
Глава ВТБ прокомментировал ситуацию со скидками в Wildberries ,"2.09.2021, 21:47",https://ria.ru/20210902/wildberries-1748436468.html
"""Почта России"" заявила, что начнет  доставлять посылки на беспилотниках ","2.09.2021, 16:14",https://ria.ru/20210902/bespilotnik-1748387947.html
Минпромторг не исключил сбоев поставок автоэлектроники в следующем году ,"2.09.2021, 15:55",https://ria.ru/20210902/postavki-1748384473.html
В Сбербанке рассказали о мошенничестве через фишинговые сайты в России ,"2.09.2021, 13:12",https://ria.ru/20210902/moshennichestvo-1748347573.html
Путин оценил важность Севморпути ,"2.09.2021, 12:48",https://ria.ru/20210902/putin-1748342307.html
"В Минцифры рассказали, когда появятся детали будущего ""цифрового налога"" ","2.09.2021, 12:29",https://ria.ru/20210902/mintsifry-1748337883.html
СМИ: в Китае началось производство российско-китайского самолета ,"2.09.2021, 09:08",https://ria.ru/20210902/kitay-1748292708.html
Volvo Group поучаствует в создании водородного парка на Сахалине ,"2.09.2021, 07:54",https://ria.ru/20210902/sakhalin-1748285050.html
На Сахалине рассказали о планах производства водородного топлива ,"2.09.2021, 07:37",https://ria.ru/20210902/sakhalin-1748280052.html
"Минтранс запустит тестирование беспилотных грузовиков на трассе М-11 ""Нева"" ","2.09.2021, 06:50",https://ria.ru/20210902/test-1748275480.html
Минфин раскрыл детали идеи возврата денег жертвам мошенников ,"2.09.2021, 06:10",https://ria.ru/20210902/moshennichestvo-1748273528.html
"""Почта России"" и ""Аэрофлот"" договорились о расширении сотрудничества ","2.09.2021, 05:49",https://ria.ru/20210902/pochta-1748272272.html
ГТЛК станет участником запуска беспилотных грузоперевозок на трассе М-11 ,"2.09.2021, 05:25",https://ria.ru/20210902/trassa-1748270590.html
"Авиаверсия двигателя от Aurus может пойти на экспорт, заявил разработчик ","1.09.2021, 08:20",https://ria.ru/20210901/aviadvigatel-1748102415.html
Директор ЦИАМ рассказал о самолете с двигателем от Aurus ,"1.09.2021, 07:39",https://ria.ru/20210901/dvigatel-1748099805.html
Импульсные УФ-установки используют для инактивации SARS-CoV-2 в помещениях ,"31.08.2021, 12:00",https://ria.ru/20210831/ustanovki-1747873250.html
Банки опровергли заявления о нарушении Wildberries правил платежных систем ,"31.08.2021, 11:47",https://ria.ru/20210831/wildberries-1747959832.html
Российские ученые нашли новый источник золота и сверхценных элементов ,"31.08.2021, 03:00",https://ria.ru/20210831/kuzgtu-1747860492.html
"Минцифры ожидает принятия ""второго пакета"" мер поддержки IT-отрасли ","30.08.2021, 17:12",https://ria.ru/20210830/mintsifry-1747864666.html
ФАС выдала Apple предупреждение из-за злоупотребления положением на рынке ,"30.08.2021, 14:22",https://ria.ru/20210830/apple-1747833849.html
Выявлена новая мошенническая схема с фейковыми банковскими выплатами ,"30.08.2021, 12:51",https://ria.ru/20210830/mosheniki-1747816811.html
"Специалисты объяснили, нужно ли клиентам подписывать банковскую карту ","30.08.2021, 02:15",https://ria.ru/20210830/karta-1747768294.html
В Оренбуржье планируют открыть Центр коммуникаций VOXYS   ,"29.08.2021, 12:08",https://ria.ru/20210829/orenburg-1747719911.html
"""Промобот"" разработал человекоподобного робота ","28.08.2021, 14:42",https://ria.ru/20210828/promobot-1747654386.html
"Алексей Михайлик: значимость Цифровой платформы ""Мой экспорт"" очевидна ","27.08.2021, 18:00",https://ria.ru/20210827/platforma-1747573565.html
Нижегородская область лидирует в ПФО по экспорту инновационной продукции ,"27.08.2021, 15:47",https://ria.ru/20210827/tekhnologii-1747540940.html
Власти планируют придать форуму InnoMed в Пензе международный статус ,"26.08.2021, 19:29",https://ria.ru/20210826/penza-1747413729.html
"На ""Госуслугах"" появился сервис с правилами финансовой безопасности ","26.08.2021, 10:13",https://ria.ru/20210826/gosuslugi-1747298155.html
В Чунцине проходит форум цифровой экономики Китай-ШОС ,"25.08.2021, 12:36",https://ria.ru/20210825/forum-1747169814.html
Минцифры согласует проект по развитию спроса на российскую радиоэлектронику ,"24.08.2021, 23:14",https://ria.ru/20210824/radioelektronika-1747118771.html
Путин рассказал о важности развития транспорта ,"24.08.2021, 18:15",https://ria.ru/20210824/transport-1747085557.html
"Технология NFC: безопасна ли, как работает и где применяется ","24.08.2021, 17:42",https://ria.ru/20210824/nfc-1747074306.html
Китай начал использовать цифровой юань на бирже ,"24.08.2021, 12:47",https://ria.ru/20210824/yuan-1747006569.html
Эксперты протестировали сеть российских компаний на хакерские атаки ,"24.08.2021, 08:29",https://ria.ru/20210824/kiberbezopasnost-1746967040.html
"Вице-премьеру Борисову на ""Армии-2021"" показали российский ответ Windows ","23.08.2021, 15:18",https://ria.ru/20210823/kompyutery-1746885371.html
"""Ъ"": Минпромторг планирует ввести обязательную маркировку электроники ","23.08.2021, 09:28",https://ria.ru/20210823/elektronika-1746805451.html
"""Умные"" стеклогерметики для ""зеленой"" энергетики создали в России ","23.08.2021, 08:00",https://na.ria.ru/20210823/vyatgu-1746544097.html
Источник: Visa пообещала штрафовать банки за наценки на Wildberries ,"20.08.2021, 18:45",https://ria.ru/20210820/visa-1746607459.html
Источник: Visa пригрозила банкам штрафом за оплату с наценкой в Wildberries ,"20.08.2021, 17:23",https://ria.ru/20210820/visa-1746584600.html
Wildberries обвинил платежные системы в давлении на российские банки ,"20.08.2021, 16:25",https://ria.ru/20210820/wildberries-1746569275.html
Пилотные проекты на базе цифровой платформы Росстата начнутся до конца года ,"19.08.2021, 18:45",https://ria.ru/20210819/rosstat-1746441934.html
В Японии восхитились успехами российской экономики во время пандемии ,"19.08.2021, 11:30",https://ria.ru/20210819/ekonomika-1746324674.html
Нижегородская область возглавила рейтинг доступности поддержки IT-компаний ,"18.08.2021, 18:23",https://ria.ru/20210818/it-1746261308.html
В Wildberries ответили на претензии Visa и Mastercard ,"17.08.2021, 23:57",https://ria.ru/20210817/wildberries-1746154779.html
Паслер: необходима массовая декарбонизация промышленности в Оренбуржье ,"16.08.2021, 16:32",https://ria.ru/20210816/dekarbonizatsiya-1745951501.html
Аналитики рассказали о жертвах телефонных мошенников среди россиян ,"15.08.2021, 09:06",https://ria.ru/20210815/moshenniki-1745789119.html
"""Почта России"" подготовилась к интернет-продаже российского вина ","11.08.2021, 17:28",https://ria.ru/20210811/vino-1745372397.html
В Калужской области внедрят выдачу электронного рецепта ,"11.08.2021, 13:50",https://ria.ru/20210811/retsept-1745332325.html
"""Ъ"": оператора карт ''Мир'' планируют приватизировать ","10.08.2021, 11:05",https://ria.ru/20210810/privatizatsiya-1745153712.html
Мишустин рассказал о проекте развития водородной энергетики ,"9.08.2021, 11:26",https://ria.ru/20210809/energetika-1745009649.html
В Минпромторге рассказали о развитии электротранспорта в России ,"7.08.2021, 18:41",https://ria.ru/20210807/eletrokary-1744856633.html
"В Ярославской области создали катер, не имеющий аналогов в России ","6.08.2021, 17:25",https://ria.ru/20210806/kater-1744732828.html
Венесуэла введет цифровую национальную валюту ,"5.08.2021, 17:22",https://ria.ru/20210805/venesuela-1744548051.html
Минцифры запретило установку сотовых станций зарубежного производства ,"5.08.2021, 16:22",https://ria.ru/20210805/mintsifry-1744530930.html
ВТБ восстановил работу приложения после сбоя ,"5.08.2021, 13:18",https://ria.ru/20210805/prilozhenie-1744493585.html
"Проект ДИПП Москвы победил в номинации ""Народный проект"" ","5.08.2021, 13:17",https://ria.ru/20210805/nominatsiya-1744493349.html
Российская компания начнет продавать экзоскелеты в США ,"5.08.2021, 11:38",https://ria.ru/20210805/ekzoskelet-1744472570.html
"Глава ФСВТС оценил назначение Лепина врио гендиректора ""Калашникова"" ","4.08.2021, 11:51",https://ria.ru/20210804/kalashnikov-1744305528.html
В Центробанке предупредили о новом виде мошенничества ,"3.08.2021, 18:04",https://ria.ru/20210803/moshenniki-1744215755.html
"Омбудсмен объяснила, зачем технологическим компаниям нужна господдержка  ","2.08.2021, 23:17",https://ria.ru/20210802/gospodderzhka-1744083591.html
Чувашия готова обеспечить страну материалами для микроэлектроники ,"2.08.2021, 13:44",https://ria.ru/20210802/chuvashiya-1743994972.html
Аннулирование ,"31.07.2021, 10:30",https://ria.ru/20210731/investitsii-1743739761.html
"""Ъ"": в России могут запретить сервис Samsung Pay ","30.07.2021, 10:20",https://ria.ru/20210730/platezhi-1743566722.html
Россия откажется от импорта оборудования для автономных судов ,"30.07.2021, 03:55",https://ria.ru/20210730/import-1743536266.html
Хабаровский край продемонстрирует на ВЭФ достижения в цифровых технологиях ,"29.07.2021, 11:36",https://ria.ru/20210729/tekhnologii-1743404900.html
Путин призвал формировать современную транспортную инфраструктуру ,"28.07.2021, 13:35",https://ria.ru/20210728/transport-1743263329.html
Минцифры планирует координировать развитие производственных технологий ,"27.07.2021, 21:27",https://ria.ru/20210727/mintsifry-1743177474.html
"""Почта России"" запустила сервис по оцифровке писем для компаний ","27.07.2021, 11:46",https://ria.ru/20210727/pochta-1743070608.html
"Amazon начнет прием платежей в криптовалюте, сообщили СМИ ","26.07.2021, 19:49",https://ria.ru/20210726/amazon-1742999102.html
Китай начал кампанию по регулированию интернет-индустрии ,"26.07.2021, 19:06",https://ria.ru/20210726/internet-1742993115.html
"ЦБ начал маркировать сайты проверенных ломбардов в ""Яндексе"" ","26.07.2021, 17:33",https://ria.ru/20210726/lombard-1742970572.html
Чубайс описал изменения налоговой системы при декарбонизации экономики ,"26.07.2021, 15:24",https://ria.ru/20210726/chubays-1742941743.html
Чубайс оценил потенциал экспорта водорода из России в ЕС ,"26.07.2021, 14:10",https://ria.ru/20210726/vodorod-1742920771.html
В нижегородском Кстове начали строить комплекс производства полипропилена ,"22.07.2021, 19:56",https://ria.ru/20210722/polipropilen-1742436700.html
Рассмотрение заявок на включение в реестр российского ПО ускорят ,"22.07.2021, 17:59",https://ria.ru/20210722/tekhnologii-1742418270.html
Чернышенко рассказал о конкурсе грантов в сфере ИИ ,"22.07.2021, 12:40",https://ria.ru/20210722/chernyshenko-1742355420.html
РБК: на учениях проверили работу Рунета при отключении от глобальной сети ,"22.07.2021, 04:27",https://ria.ru/20210722/runet-1742307549.html
"""Азимут"" подписал контракт на поставку шести самолетов Airbus A220 ","21.07.2021, 16:14",https://ria.ru/20210721/azimut-1742233920.html
"Все выпущенные в 2022 году iPhone будут поддерживать 5G, пишут СМИ ","21.07.2021, 10:26",https://ria.ru/20210721/iphone-1742162191.html
Мантуров рассказал о подписанных договорах на поставку самолетов ,"20.07.2021, 19:05",https://ria.ru/20210720/manturov-1742095560.html
В Липецкой области запустили  проект по переработке медицинских отходов ,"20.07.2021, 14:15",https://ria.ru/20210720/otkhody-1742031700.html
Эксперты развеяли популярные мифы о бесконтактной оплате ,"20.07.2021, 06:07",https://ria.ru/20210720/oplata-1741960913.html
Белоусов назвал основной драйвер экономического роста  ,"19.07.2021, 21:22",https://ria.ru/20210719/ekonomika-1741944924.html
"Белоусов рассказал, сколько денег выделят на развитие технологий в России ","19.07.2021, 21:08",https://ria.ru/20210719/ekonomika-1741944071.html
Мишустин объявил о работе над выпуском российской линейки электромобилей ,"19.07.2021, 17:46",https://ria.ru/20210719/elektromobil-1741913389.html
Поставки мобильных телефонов с поддержкой 5G возросли в КНР вдвое ,"19.07.2021, 15:50",https://ria.ru/20210719/postavki-1741884876.html
В ВПК рассказали об интересе западных стран к самолету МС-21 ,"19.07.2021, 10:07",https://ria.ru/20210719/samolet-1741802779.html
Мишустин поздравил металлургов с профессиональным праздником ,"18.07.2021, 10:57",https://ria.ru/20210718/metallurgi-1741729292.html
"""Мой экспорт"" пополнится банковскими, страховыми и партнерскими сервисами ","16.07.2021, 15:39",https://ria.ru/20210716/servisy-1741557176.html
"Для IT-проектов запустили конкурсы на гранты в 3,8 миллиарда рублей ","15.07.2021, 10:50",https://ria.ru/20210715/granty-1741340036.html
Уровень проникновения Интернета в Китае превысил 70% ,"14.07.2021, 17:19",https://ria.ru/20210714/internet-1741266865.html
"Владелец TikTok отложил IPO на неопределенный срок, сообщили СМИ ","12.07.2021, 15:11",https://ria.ru/20210712/tiktok-1740935927.html
"Чернышенко рассказал, когда подготовят стратегию АНО ""Цифровая экономика"" ","12.07.2021, 14:37",https://ria.ru/20210712/chernyshenko-1740929656.html
"Платежная система ""Мир"" запустила переводы в Белоруссию по номеру карты ","12.07.2021, 11:31",https://ria.ru/20210712/mir-1740890939.html
"Резидент ОЭЗ Москвы ""Микрон"" выходит на рынок Туркмении ","9.07.2021, 14:41",https://ria.ru/20210709/mikron-1740616199.html
"ГКРЧ обяжет сотовых операторов построить в селах сети 4G, сообщили СМИ ","9.07.2021, 09:09",https://ria.ru/20210709/svyaz-1740546908.html
Крупнейшие российские банки упростят перевыпуск карт ,"9.07.2021, 06:09",https://ria.ru/20210709/karta-1740537649.html
Мишустин призвал усилить поиск и разведку новых полезных ископаемых ,"8.07.2021, 12:58",https://ria.ru/20210708/mishustin-1740420317.html
Нематериальные активы резидентов ОЭЗ Москвы достигли 9 миллиардов рублей ,"7.07.2021, 13:48",https://ria.ru/20210707/aktivy-1740256787.html
"РЭЦ разобрал кейсы расширения экспорта на выставке ""Иннопром"" ","6.07.2021, 19:06",https://ria.ru/20210706/keysy-1740160470.html
Цифровая поддержка увеличит долю экспортеров в России до 15 процентов ,"6.07.2021, 18:46",https://ria.ru/20210706/podderzhka-1740157379.html
Воронежский авиазавод пообещали загрузить заказами на Ил-96 до 2030 года ,"5.07.2021, 16:23",https://ria.ru/20210705/il-96-1739962267.html
Чернышенко отметил важность субсидий на российское ПО для малого бизнеса ,"1.07.2021, 16:20",https://ria.ru/20210701/subsidii-1739438689.html
"Более 1700 экспортеров воспользовались цифровой платформой ""Мой экспорт"" ","1.07.2021, 13:23",https://ria.ru/20210701/platforma-1739394476.html
Правительство утвердило правила субсидирования на покупку российского ПО ,"1.07.2021, 09:02",https://ria.ru/20210701/subsidii-1739347879.html
Путин призвал Центробанк активнее бороться с фишинговыми сайтами ,"30.06.2021, 13:32",https://ria.ru/20210630/fishing-1739208193.html
"Набиуллина рассказала о плюсах и минусах перехода к ""зеленой"" экономике ","30.06.2021, 12:12",https://ria.ru/20210630/nabiullina-1739189790.html
Россия разбирается с полимерами и захватывает мир ,"30.06.2021, 08:00",https://ria.ru/20210630/polimery-1739083010.html
В ЦБ рассказали о тестировании цифрового рубля ,"29.06.2021, 19:00",https://ria.ru/20210629/tsb-1739106781.html
"На базе технопарка ""Калибр"" стартует программа акселерации для стартапов ","29.06.2021, 15:32",https://ria.ru/20210629/programma-1739059334.html
Журавлев: роль платформенной занятости в экономике значительно усилится ,"28.06.2021, 19:02",https://ria.ru/20210628/zhuravlev-1738953011.html
Сектор ИКТ стал одним из главных загрязнителей окружающей среды ,"28.06.2021, 01:14",https://ria.ru/20210628/ikt-1738839293.html
"Россиянам рассказали, как вернуть деньги при оплате товара по QR-коду ","27.06.2021, 10:16",https://ria.ru/20210627/oplata-1738785413.html
Президиум правкомиссии одобрил стратегии цифровой трансформации экономики ,"26.06.2021, 12:51",https://ria.ru/20210626/transformatsiya-1738726265.html
"Около 5,7 млрд рублей инвестировали резиденты ТОСЭР в Оренбуржье ","25.06.2021, 17:41",https://ria.ru/20210625/investitsii-1738644423.html
Три четверти промпредприятий Москвы внедрили цифровые решения ,"24.06.2021, 14:25",https://ria.ru/20210624/tsifrovizatsiya-1738426687.html
"ПСБ и ""Корпорация морского приборостроения"" начинают сотрудничество ","24.06.2021, 13:00",https://ria.ru/20210624/sotrudnichestvo-1738409024.html
Нижегородские разработки представили на конференции по цифровой индустрии ,"23.06.2021, 19:29",https://ria.ru/20210623/industriya-1738315245.html
Доля Москвы в российском экспорте микросхем достигла 25 процентов ,"23.06.2021, 12:45",https://ria.ru/20210623/eksport-1738218030.html
Аналитики составили портрет типичной жертвы мошенников ,"23.06.2021, 12:09",https://ria.ru/20210623/moshenniki-1738210896.html
На RENWEX 2021 в Экспоцентре обсудили вопросы возобновляемой энергетики ,"22.06.2021, 18:36",https://ria.ru/20210622/energetika-1738135802.html
Спецпредставитель президента назвал барьеры на пути внедрения сетей 6G ,"20.06.2021, 08:40",https://ria.ru/20210620/svyaz-1737748747.html
"Промпроизводство в Китае выросло в январе-мае на 17,8% ","17.06.2021, 16:40",https://ria.ru/20210617/promproizvodstvo-1737432692.html
Новым гендиректором Tele2 стал Андрей Патока ,"16.06.2021, 11:18",https://ria.ru/20210616/direktor-1737187293.html
"На РНВТ-2021 представили робота-манипулятора, связь будущего и домофейс ","15.06.2021, 20:05",https://ria.ru/20210615/ekspotsentr-1737136925.html
"Компании из Нижегородской области участвуют в ""Производительности труда"" ","15.06.2021, 19:15",https://ria.ru/20210615/predpriyatiya-1737132427.html
"Стала известна дата ""смерти"" Windows 10 ","15.06.2021, 18:44",https://ria.ru/20210615/windows-1737127439.html
"""Ингосстрах"" провел ребрендинг к 75-летию компании ","15.06.2021, 18:33",https://ria.ru/20210615/ingosstrakh-1737125927.html
"Промпроизводство в Ростовской области за четыре месяца выросло на 15,4% ","11.06.2021, 19:01",https://ria.ru/20210611/proizvodstvo-1736685268.html
В России разрешили переводить физлицам деньги через анонимные кошельки ,"11.06.2021, 15:14",https://ria.ru/20210611/perevody-1736635957.html
"Эксперт предупредил, чем грозит отключение России от SWIFT ","11.06.2021, 08:58",https://ria.ru/20210611/swift-1736566840.html
Эксперт рассказал о потенциале развития 3D-принтеров в ближайшие 5-7 лет ,"11.06.2021, 06:28",https://ria.ru/20210611/3d-printery-1736560907.html
Чернышенко рассказал о развитии российского ПО ,"10.06.2021, 14:44",https://ria.ru/20210610/pravitelstvo-1736465875.html
"Банк ""Открытие"" устранил сбой в мобильном приложении ","10.06.2021, 13:34",https://ria.ru/20210610/otkrytie-1736452822.html
Глава международного банка рассказал о главном риске биткоина ,"10.06.2021, 08:38",https://ria.ru/20210610/bitkoin-1736396805.html
Якутия и Татарстан будут сотрудничать в разработке и внедрении инноваций ,"9.06.2021, 18:39",https://ria.ru/20210609/innovatsii-1736352594.html
В Сбербанке рассказали о передовых методах борьбы с мошенниками ,"9.06.2021, 07:48",https://ria.ru/20210609/ii-1736235426.html
Сбербанк заявил о стремительном росте числа DDoS-атак на его системы ,"9.06.2021, 07:09",https://ria.ru/20210609/ddos-ataki-1736233542.html
В ЦБ оценили вероятность отключения России от SWIFT ,"8.06.2021, 16:45",https://ria.ru/20210608/swift-1736178080.html
Госдума отменила лицензирование беспилотников до 30 килограмм ,"8.06.2021, 12:55",https://ria.ru/20210608/gosduma-1736122117.html
Google изменит работу с рекламой после штрафа во Франции ,"7.06.2021, 13:52",https://ria.ru/20210607/google-1735995206.html
Сечин призвал внедрить систему экологической оценки товаров и услуг ,"5.06.2021, 12:54",https://ria.ru/20210605/sechin-1735777954.html
"""Альтернатива доллару"". Зачем Китаю цифровые деньги ","5.06.2021, 12:03",https://ria.ru/20210605/kitay-1735771284.html
Глава Минцифры объяснил претензии банков по переходу на отечественное ПО ,"5.06.2021, 10:36",https://ria.ru/20210605/mintsifry-1735760514.html
"Спецпредставитель Путина рассказал, когда цифровые валюты заменят доллар ","4.06.2021, 19:25",https://ria.ru/20210604/valyuty-1735713793.html
"В России создадут ""искусственный мозг"" для решения задач экономики ","4.06.2021, 17:53",https://ria.ru/20210604/ekonomika-1735691030.html
Новак сообщил о переговорах с Францией и Австралией по производству водорода ,"4.06.2021, 14:29",https://ria.ru/20210604/pmef-1735789846.html
"Стало известно, когда появится первый российский поезд для ВСМ ","4.06.2021, 14:29",https://ria.ru/20210604/poezd-1735788712.html
Аркадий Дворкович: прототипы 6G появятся уже лет через пять ,"4.06.2021, 10:30",https://ria.ru/20210604/dvorkovich-1735558258.html
ТюмГУ примет участие в создании первой карбоновой станции в регионе ,"4.06.2021, 09:15",https://na.ria.ru/20210604/tyumgu-1735358225.html
Между Петербургом и КНР может появиться беспилотный логистический коридор ,"4.06.2021, 06:25",https://ria.ru/20210604/koridor-1735542433.html
"Россиянам объяснили, как вернуть украденные с карты деньги ","4.06.2021, 02:15",https://ria.ru/20210604/dengi-1735532914.html
"Ингушетия и ""Сбер"" договорились о сотрудничестве в сфере цифровой экономики ","3.06.2021, 23:16",https://ria.ru/20210603/ingushetiya-1735736779.html
Бречалов поддержит создателя приложения по определению коров по носу ,"3.06.2021, 17:59",https://ria.ru/20210603/korova-1735486545.html
Мордовия будет сотрудничать с Роснано и Ростелекомом ,"3.06.2021, 17:28",https://ria.ru/20210603/mordoviya-1735480291.html
"В МИД предупредили, чем грозит отключение России от SWIFT ","3.06.2021, 16:54",https://ria.ru/20210603/mid-1735473620.html
"Мишустин попробовал себя в роли рабочего в цеху ""Камаза"" ","3.06.2021, 16:35",https://ria.ru/20210603/mishustin-1735469117.html
В России запустят новую вертикальную видеоплатформу ,"3.06.2021, 15:56",https://ria.ru/20210603/videoplatforma-1735458338.html
Молодежь КНР и РФ примет участие в конкурсе научно-технических инноваций ,"3.06.2021, 14:34",https://ria.ru/20210603/konkurs-1735433709.html
Пекин раздаст 40 млн юаней в рамках тестирования электронной валюты ,"3.06.2021, 14:10",https://ria.ru/20210603/testirovanie-1735431653.html
"Москва нарастит число предприятий, работающих со вторичными материалами ","3.06.2021, 13:49",https://ria.ru/20210603/predpriyatiya-1735425292.html
Комплекс по производству полимолочной кислоты построят в Тульской области ,"3.06.2021, 13:15",https://ria.ru/20210603/stroykompleks-1735407524.html
В России появится первый зеленый коридор для беспилотных грузовиков ,"3.06.2021, 10:50",https://ria.ru/20210603/koridor-1735376880.html
"""Ростех"" и ""Ростелеком"" создадут сервисы на базе технологий 5G ","3.06.2021, 10:46",https://ria.ru/20210603/rostekh-1735375964.html
Евтушенков заявил о трансформации МТС в IT-компанию ,"3.06.2021, 09:58",https://ria.ru/20210603/evtushenkov-1735367604.html
В Москве выросли объемы промышленного производства с начала года ,"3.06.2021, 09:15",https://ria.ru/20210603/proizvodstvo-1735361403.html
Цифровая платформа МСП сама предложит предпринимателям нужные сервисы ,"2.06.2021, 18:47",https://ria.ru/20210602/platforma-1735319990.html
Власти Рязанской области помогут вузам в создании научного центра ,"2.06.2021, 17:49",https://ria.ru/20210602/lyubimov-1735307847.html
МСП планирует к 2025 году расширить рынки сбыта ,"2.06.2021, 13:56",https://ria.ru/20210602/msp-1735248498.html
МСП планирует к 2025 году оказать поддержку каждому пятому бизнесмену ,"2.06.2021, 13:21",https://ria.ru/20210602/predprinimatel-1735240949.html
"""Тинькофф банк"" предложил способ борьбы с телефонными мошенниками ","2.06.2021, 12:38",https://ria.ru/20210602/tinkoff-1735232035.html
Маск сравнил дефицит чипов с нехваткой туалетной бумаги в пандемию ,"2.06.2021, 11:56",https://ria.ru/20210602/mask-1735220744.html
"Стало известно, кто знает о деньгах на картах лучше, чем их владельцы ","2.06.2021, 02:15",https://ria.ru/20210602/karta-1735176632.html
"Американский миллиардер назвал валюту, которая заменит доллар ","1.06.2021, 16:47",https://ria.ru/20210601/dollar-1735126479.html
Минцифры допустило введение ограничений на зарубежные базовые станции LTE ,"1.06.2021, 14:24",https://ria.ru/20210601/mintsifry-1735095964.html
Путин поприветствовал участников съезда Союза машиностроителей России ,"1.06.2021, 13:40",https://ria.ru/20210601/putin-1735085802.html
Китай и мир: по бескрайнему океану к расширению сотрудничества ,"1.06.2021, 11:23",https://ria.ru/20210601/kitay-1735058357.html
Глеб Костарев: твиты Илона Маска скоро перестанут влиять на крипторынок ,"1.06.2021, 09:30",https://ria.ru/20210601/kostarev-1734961949.html
В России могут направить 777 миллиардов рублей на развитие электрокаров ,"1.06.2021, 04:06",https://ria.ru/20210601/elektrokar-1735031129.html
ЦБ утвердил минимальный лимит на переводы через Систему быстрых платежей ,"31.05.2021, 17:41",https://ria.ru/20210531/platezh-1734978909.html
Лавров рассказал о подготовке решений на случай отключения России от SWIFT ,"31.05.2021, 17:17",https://ria.ru/20210531/lavrov-1734973616.html
В Петербурге запустили первую пользовательскую сеть 5G ,"31.05.2021, 16:37",https://ria.ru/20210531/set-1734965386.html
"В России создали Aurus, работающий на водородном топливе ","31.05.2021, 15:06",https://ria.ru/20210531/avtomobil-1734941389.html
"Эксперт рассказал, к чему может привести отключение России от SWIFT ","31.05.2021, 13:28",https://ria.ru/20210531/swift-1734918516.html
В Пекине началось тестирование беспилотных транспортных средств доставки ,"28.05.2021, 13:56",https://ria.ru/20210528/testirovanie-1734584451.html
Эксперты КНР и РФ осудили комплексное развитие района дельты реки Янцзы ,"27.05.2021, 13:51",https://ria.ru/20210527/razvitie-1734413473.html
"ВТБ предупредил, что мошенники сулят деньги за ""опросы"" от имени банка ","27.05.2021, 12:15",https://ria.ru/20210527/moshenniki-1734393809.html
"""Сбер"" представил прототип автономного беспилотного электромобиля ","27.05.2021, 11:45",https://ria.ru/20210527/avtomobil-1734386875.html
Нарушающим законы интернет-платформам могут ограничить размещение рекламы ,"27.05.2021, 00:02",https://ria.ru/20210527/reklama-1734411493.html
"В Нижегородской области заработала платформа ""АПК-навигатор"" ","26.05.2021, 20:39",https://ria.ru/20210526/apk-navigator-1734328909.html
"В Тверской области дан старт новому инвестпроекту ""Шелл"" ","26.05.2021, 14:21",https://ria.ru/20210526/shell-1733982520.html
Мантуров назвал условия сотрудничества России с Маском по электромобилям ,"26.05.2021, 12:45",https://ria.ru/20210526/mask-1733961293.html
"""Нижнекамскнефтехим"" запустил производство уникального каучука для шин  ","26.05.2021, 12:37",https://ria.ru/20210526/proizvodstvo-1733959157.html
Мусульманам в Ингушетии запретили пользоваться криптовалютой ,"25.05.2021, 17:28",https://ria.ru/20210525/kharam-1733861755.html
Huawei запустит собственную операционную систему HarmonyOS в июне ,"25.05.2021, 13:11",https://ria.ru/20210525/huawei-1733798341.html
В Москве открылась XXI международная выставка Металлообработка 2021 ,"24.05.2021, 16:05",https://ria.ru/20210524/vystavka-1733678374.html
